instrument,technique,technique_family,n_samples,F1_hz,F2_hz,F3_hz,F4_hz,F5_hz,F6_hz,F1_db,F2_db,F3_db,F4_db,F5_db,F6_db,F1_mean,F1_std,F1_q25,F1_q75,F2_mean,F2_std,F2_q25,F2_q75,F3_mean,F3_std,F3_q25,F3_q75,F4_mean,F4_std,F5_mean,F5_std,F6_mean,F6_std,reliability_score,rugosity,suddenness,mean_kurtosis,mean_irregularity
Alto+sourdine piombo,ordinario,ordinario,38,226.1,699.8,1248.9,2487.1,4188.2,5297.2,-35.91,-48.44,-51.22,-51.76,-50.72,-47.08,253.0,131.4,183.0,247.6,753.1,272.8,549.1,872.1,1436.2,553.4,979.8,1970.3,2355.3,840.3,3818.5,1049.7,5033.7,936.5,0.453,0.337,0.0,3.664,0.005
Alto+sourdine piombo,tremolo,tremolo,43,215.3,742.9,1173.6,2325.6,3305.3,4694.2,-29.26,-39.55,-38.24,-45.19,-43.85,-45.47,299.0,186.5,183.0,333.8,834.5,348.9,549.1,1065.9,1476.3,610.5,958.2,1970.3,2266.7,852.2,3241.2,1010.6,4388.3,1258.8,0.37,0.322,0.0,4.395,0.004
Violon,artificial_harmonic,harmonics,49,376.8,893.6,1625.8,2379.4,3488.4,4242.0,-20.62,-19.77,-28.67,-23.22,-26.33,-22.87,427.1,122.6,366.1,398.4,807.9,306.8,570.6,925.9,1624.0,566.0,936.7,2110.3,2455.7,542.5,3324.9,588.7,4254.3,484.4,0.466,0.143,0.0,13.357,0.002
Violon,artificial_harmonic_tremolo,harmonics,46,366.1,925.9,1981.1,2476.3,3542.2,4274.3,-20.05,-19.15,-23.61,-20.71,-24.32,-20.92,497.4,227.9,366.1,559.9,1057.2,485.0,602.9,1238.2,1870.3,602.6,1507.3,2282.5,2653.5,614.6,3499.1,561.7,4351.6,500.3,0.308,0.165,0.0,12.246,0.002
Violon,behind_the_bridge,behind_bridge,7,538.3,1152.0,2239.5,3068.5,3380.7,5049.5,-20.75,-31.79,-17.65,-23.37,-8.22,-15.07,652.1,402.1,419.9,538.3,1347.4,475.7,925.9,1615.0,2351.7,486.1,2185.6,2508.6,3083.9,687.6,3843.7,684.0,4984.9,704.4,0.121,0.259,0.0,7.564,0.003
Violon,behind_the_fingerboard,other,1,484.5,872.1,1119.7,1765.7,3617.6,5243.3,-38.62,-32.46,-40.66,-27.52,-30.52,-34.59,484.5,0.0,484.5,484.5,872.1,0.0,872.1,872.1,1119.7,0.0,1119.7,1119.7,1765.7,0.0,3617.6,0.0,5243.3,0.0,0.0,0.342,0.0,3.381,0.002
Violon,chromatic_scale,other,2,527.6,904.4,1528.9,1916.5,2261.0,3746.8,7.33,6.18,-0.92,0.36,-1.03,0.07,522.2,5.4,516.8,527.6,904.4,0.0,904.4,904.4,1523.5,5.4,1518.1,1528.9,1911.1,5.4,2255.6,5.4,3746.8,0.0,0.506,0.183,0.0,11.327,0.001
Violon,col_legno_battuto,col_legno,63,398.4,882.9,1518.1,2131.8,2928.5,4026.7,-19.14,-21.22,-27.30,-27.56,-30.37,-35.42,456.6,245.1,333.8,441.4,966.1,428.1,667.5,979.8,1544.8,557.9,1065.9,1905.7,2193.7,676.3,2940.5,866.9,3878.2,1051.2,0.282,0.082,1.0,16.419,0.003
Violon,col_legno_tratto,col_legno,61,376.8,818.3,1356.6,2110.3,2627.1,4005.2,-22.45,-33.08,-37.97,-29.92,-36.67,-38.16,381.2,59.3,344.5,398.4,817.6,275.6,592.2,936.7,1434.1,444.4,1001.3,1765.7,2168.9,568.6,2894.1,767.0,3899.5,991.4,0.561,0.113,1.0,14.838,0.003
Violon,crescendo,crescendo,44,592.2,1432.0,2368.7,3133.1,3929.8,4715.8,-16.32,-23.75,-16.72,-20.60,-16.41,-19.69,721.9,439.0,398.4,925.9,1490.0,601.9,969.0,1991.8,2218.2,678.7,1981.1,2637.8,3118.2,559.5,3887.2,631.4,4808.8,627.3,0.2,0.234,0.0,8.79,0.006
Violon,crescendo_to_decrescendo,crescendo,60,419.9,1022.8,2217.9,2810.1,3832.9,4575.8,-20.99,-27.20,-23.29,-27.63,-23.92,-28.91,555.7,331.2,376.8,559.9,1304.2,597.9,904.4,1851.9,2146.3,616.7,1970.3,2605.5,2845.8,640.3,3755.2,611.6,4683.8,662.0,0.2,0.196,0.0,10.711,0.005
Violon,crushed_to_ordinario,ordinario,54,366.1,829.0,1873.4,2347.1,3456.1,4220.5,-1.20,-9.11,-10.34,-5.23,-9.51,-8.65,506.0,287.4,344.5,559.9,921.3,469.4,592.2,1087.4,1692.9,686.9,979.8,2217.9,2346.3,525.2,3198.3,729.3,4269.6,595.3,0.219,0.22,0.0,9.491,0.002
Violon,decrescendo,crescendo,40,516.8,1496.6,2357.9,3413.0,4059.0,4931.1,-17.06,-24.88,-18.70,-21.75,-18.59,-24.02,561.5,295.0,376.8,624.5,1483.1,545.5,990.5,1981.1,2328.8,501.6,2088.7,2648.6,3320.2,530.0,4025.4,529.9,4860.9,645.0,0.208,0.254,0.0,7.811,0.006
Violon,hit_on_body,other,4,398.4,850.6,1335.1,1744.2,1464.3,1776.5,-6.87,-15.26,-26.54,-34.49,-27.05,-34.49,382.2,55.7,398.4,441.4,804.8,172.3,839.8,1001.3,1243.5,227.2,1227.4,1518.1,1593.5,300.8,1464.3,0.0,1776.5,0.0,0.46,0.0,0.0,77.726,0.001
Violon,natural_harmonics_glissandi,harmonics,24,1550.4,2002.6,2540.9,3036.2,3402.2,4242.0,-21.69,-19.23,-14.96,-18.15,-20.38,-19.57,1222.5,637.0,570.6,1894.9,1710.1,714.9,915.2,2239.5,2287.9,705.1,1916.5,2928.5,2749.5,650.9,3170.3,697.2,3993.5,718.3,0.187,0.096,0.0,15.721,0.002
Violon,non_vibrato,vibrato,249,409.1,990.5,2228.7,3079.2,3897.5,4435.8,-21.73,-27.55,-27.33,-28.33,-25.06,-25.08,492.0,209.5,366.1,549.1,1293.4,587.9,904.4,1765.7,2149.6,619.8,1647.3,2605.5,3039.9,550.8,3888.5,465.9,4683.9,605.7,0.336,0.19,0.0,10.98,0.004
Violon,note_lasting,other,57,516.8,1324.3,2228.7,2960.8,3832.9,4425.1,-22.80,-32.75,-21.75,-26.75,-21.37,-22.17,627.5,393.9,376.8,732.1,1412.1,560.3,947.5,1873.4,2180.7,683.0,1798.0,2637.8,2977.2,732.0,3719.6,814.4,4556.7,788.1,0.2,0.18,0.0,11.485,0.005
Violon,on_the_tailpiece,other,1,366.1,710.6,1302.8,1776.5,3832.9,5630.9,-37.94,-43.96,-54.72,-55.03,-49.41,-50.63,366.1,0.0,366.1,366.1,710.6,0.0,710.6,710.6,1302.8,0.0,1302.8,1302.8,1776.5,0.0,3832.9,0.0,5630.9,0.0,0.0,0.343,0.0,3.34,0.0
Violon,on_the_tuning_pegs,other,4,430.7,861.3,1335.1,1658.1,1970.3,3585.3,-31.28,-38.78,-33.73,-32.88,-42.19,-50.75,422.6,8.9,419.9,430.7,907.1,136.7,818.3,1141.3,1275.8,90.6,1248.9,1378.1,1655.4,42.0,2462.9,903.3,4018.6,871.6,0.53,0.3,0.0,5.507,0.001
Violon,ordinario,ordinario,284,506.0,1518.1,2347.1,3283.8,3908.3,4705.0,-19.62,-26.57,-27.47,-26.85,-26.92,-27.07,613.6,375.8,398.4,613.7,1504.1,651.2,925.9,1970.3,2324.9,616.1,1938.0,2777.8,3122.4,601.9,3907.9,558.7,4805.3,601.9,0.2,0.194,0.0,10.792,0.005
Violon,ordinario_to_crushed,ordinario,58,355.3,807.5,1507.3,2368.7,3499.1,4209.7,3.15,-5.52,-8.54,-1.95,-5.92,-4.11,451.5,319.3,344.5,398.4,855.4,418.4,581.4,958.2,1564.7,650.5,947.5,2131.8,2451.8,457.6,3391.9,556.6,4188.8,359.6,0.2,0.227,0.0,9.138,0.002
Violon,ordinario_to_sul_ponticello,ordinario,43,387.6,893.6,2078.0,2799.3,3714.5,4414.3,-18.75,-22.15,-23.86,-28.21,-25.54,-25.41,419.4,110.7,355.3,441.4,1044.4,504.8,646.0,1421.2,1869.1,611.2,1248.9,2250.2,2719.4,578.9,3552.2,664.6,4418.1,783.6,0.484,0.166,0.0,12.205,0.004
Violon,ordinario_to_sul_tasto,ordinario,55,441.4,1065.9,2228.7,2756.2,3768.3,4468.1,-24.17,-32.64,-23.92,-29.02,-27.64,-26.88,541.7,310.7,376.8,549.1,1271.8,552.9,915.2,1679.6,2116.5,634.9,1625.8,2605.5,2832.6,605.9,3642.4,740.2,4629.4,662.0,0.2,0.174,0.0,11.791,0.004
Violon,ordinario_to_tremolo,ordinario,46,419.9,1173.6,2164.1,2950.0,3725.2,4683.5,-20.53,-31.22,-21.92,-26.17,-23.96,-25.98,531.3,248.0,355.3,689.1,1262.7,571.8,796.7,1668.8,2092.2,675.6,1679.6,2648.6,2891.1,656.6,3615.2,784.2,4728.4,730.9,0.278,0.179,0.0,11.562,0.004
Violon,pizzicato_bartok,pizzicato,53,430.7,850.6,1399.7,2099.5,3197.7,4252.8,-0.33,-3.59,-5.49,-11.76,-13.80,-11.51,453.4,107.5,387.6,495.3,887.9,232.8,753.7,979.8,1452.5,380.9,1281.2,1668.8,2226.7,759.7,3129.2,883.1,4248.9,777.1,0.489,0.272,1.0,6.897,0.002
Violon,pizzicato_l_vib,pizzicato,243,409.1,850.6,1270.5,1787.3,2497.9,3542.2,-10.25,-17.37,-25.99,-30.73,-35.19,-39.18,400.1,95.8,355.3,452.2,796.0,187.8,624.5,915.2,1304.8,347.0,1033.6,1475.0,1887.8,536.6,2524.8,650.7,3543.7,806.3,0.506,0.0,1.0,43.516,0.003
Violon,pizzicato_secco,pizzicato,189,387.6,764.4,1195.1,1776.5,2390.2,3456.1,-5.15,-19.94,-24.44,-28.32,-32.74,-34.55,389.5,81.4,344.5,452.2,760.2,185.4,592.2,915.2,1272.2,362.2,936.7,1485.8,1869.0,569.9,2466.1,689.2,3344.1,906.8,0.528,0.0,1.0,50.106,0.003
Violon,sforzato,other,100,452.2,1173.6,2217.9,2907.0,4037.5,4737.3,-18.69,-28.19,-19.46,-24.46,-20.91,-22.31,581.6,345.3,376.8,602.9,1350.0,585.7,904.4,1755.0,2178.8,602.9,1862.6,2508.6,2974.0,652.5,3951.9,616.6,4802.7,674.5,0.2,0.215,0.0,9.766,0.005
Violon,staccato,staccato,60,473.7,1098.2,2207.2,3122.3,3919.0,4565.0,-21.80,-29.30,-23.11,-28.16,-24.53,-29.13,647.1,404.0,387.6,829.0,1295.4,578.0,839.8,1744.2,2080.6,701.0,1625.8,2605.5,2873.6,736.8,3595.9,932.4,4521.2,1013.1,0.2,0.157,0.5,12.643,0.005
Violon,sul_ponticello,sul_ponticello,58,387.6,936.7,2196.4,2939.3,3832.9,4360.5,-17.57,-18.95,-20.51,-25.58,-21.24,-22.05,485.8,221.1,366.1,559.9,1201.4,603.0,624.5,1625.8,1997.0,637.6,1485.8,2465.6,2855.7,605.4,3674.0,573.8,4438.1,540.5,0.318,0.16,0.0,12.486,0.004
Violon,sul_ponticello_to_ordinario,ordinario,46,409.1,1001.3,2347.1,2960.8,3800.6,4446.6,-19.94,-24.84,-21.90,-27.89,-24.76,-24.35,493.9,223.3,366.1,549.1,1345.1,643.9,915.2,1981.1,2133.7,680.2,1991.8,2616.3,2953.8,579.2,3749.1,650.8,4567.1,703.6,0.315,0.168,0.0,12.099,0.004
Violon,sul_ponticello_to_sul_tasto,sul_ponticello,37,376.8,925.9,2099.5,2810.1,3736.0,4478.9,-18.41,-22.12,-23.81,-27.24,-24.91,-24.98,404.5,100.8,355.3,398.4,1099.1,499.4,699.8,1421.2,1989.2,587.5,1636.5,2336.4,2782.1,627.9,3624.9,679.2,4513.0,858.9,0.499,0.178,0.0,11.578,0.004
Violon,sul_ponticello_tremolo,sul_ponticello,58,602.9,1571.9,2357.9,2950.0,3800.6,4371.2,-19.96,-21.94,-19.23,-22.92,-18.51,-20.11,788.0,443.1,387.6,947.5,1560.6,586.4,958.2,2088.7,2311.5,564.8,2088.7,2637.8,2938.2,627.9,3686.1,757.0,4520.9,828.4,0.2,0.16,0.0,12.526,0.004
Violon,sul_tasto,sul_tasto,50,516.8,1012.1,2164.1,2616.3,3509.9,4242.0,-28.75,-34.11,-33.21,-28.52,-34.07,-27.31,627.7,390.2,387.6,635.2,1309.4,601.4,861.3,1819.6,1961.7,643.6,1550.4,2562.5,2651.2,510.2,3350.8,606.2,4206.7,471.4,0.2,0.128,0.0,14.12,0.003
Violon,sul_tasto_to_ordinario,ordinario,52,430.7,1119.7,2110.3,2831.6,3854.4,4468.1,-24.26,-35.23,-27.75,-31.02,-27.33,-28.07,494.4,169.3,387.6,549.1,1233.4,484.3,872.1,1593.5,2134.7,579.6,1894.9,2368.7,2874.7,727.6,3767.3,779.1,4479.7,867.4,0.396,0.162,0.0,12.425,0.004
Violon,sul_tasto_to_sul_ponticello,sul_ponticello,52,398.4,947.5,2196.4,2777.8,3800.6,4435.8,-18.31,-21.09,-21.36,-27.13,-24.43,-24.84,474.8,169.0,366.1,549.1,1126.6,497.0,689.1,1636.5,1984.8,656.8,1550.4,2347.1,2846.9,679.3,3653.4,767.3,4531.9,736.2,0.396,0.17,0.0,11.978,0.004
Violon,tremolo,tremolo,285,495.3,1162.8,2099.5,2928.5,3746.8,4403.5,-11.57,-23.65,-18.86,-17.00,-15.60,-14.21,579.9,291.0,376.8,656.8,1249.4,538.7,872.1,1625.8,2066.0,649.2,1593.5,2519.4,2869.8,710.9,3621.6,677.8,4617.5,671.6,0.214,0.185,0.0,11.268,0.003
Violon,tremolo_to_ordinario,ordinario,41,495.3,1388.9,2293.3,3122.3,3876.0,4651.2,-15.53,-22.59,-13.76,-19.64,-16.05,-20.67,645.7,358.8,366.1,829.0,1306.4,532.1,839.8,1668.8,2151.2,679.5,1981.1,2616.3,3018.1,641.3,3768.8,729.5,4660.1,712.4,0.2,0.202,0.0,10.427,0.004
Violon,trill_major_second_up,trill,61,527.6,1119.7,2185.6,2487.1,3682.2,4295.9,-15.39,-24.88,-11.84,-14.93,-15.80,-13.62,627.1,341.9,387.6,786.0,1347.1,642.0,850.6,1905.7,2105.3,770.6,1550.4,2584.0,2761.9,702.7,3529.0,767.7,4359.9,682.1,0.2,0.16,0.0,12.51,0.003
Violon,trill_minor_second_up,trill,63,484.5,1270.5,2142.6,2648.6,3585.3,4274.3,-20.47,-28.40,-17.47,-24.13,-20.73,-16.99,655.1,433.8,387.6,742.9,1427.9,811.1,904.4,1798.0,2104.6,863.2,1615.0,2390.2,2690.6,886.9,3423.2,969.7,4152.2,1060.2,0.2,0.169,0.0,12.062,0.004
Violon+sourdine,non_vibrato,vibrato,206,366.1,839.8,2304.1,3477.6,4199.0,4715.8,-17.71,-28.49,-35.92,-28.28,-23.54,-30.31,366.2,46.0,333.8,387.6,960.9,556.7,635.2,947.5,2286.2,882.8,1561.2,3100.8,3377.8,592.7,4117.5,420.4,4842.9,524.7,0.581,0.239,0.0,8.527,0.004
Violon+sourdine,ordinario,ordinario,215,366.1,882.9,2616.3,3520.7,4220.5,4769.6,-17.06,-27.21,-33.70,-28.84,-22.19,-31.35,380.3,128.8,344.5,387.6,1073.8,658.3,678.3,1001.3,2446.8,824.4,1647.3,3111.5,3464.5,533.4,4204.4,393.5,4909.7,501.1,0.457,0.24,0.0,8.525,0.004
Violon+sourdine,tremolo,tremolo,193,366.1,850.6,1733.4,3165.4,3972.9,4640.4,-9.00,-18.34,-25.29,-24.65,-19.80,-22.00,407.7,136.4,344.5,409.1,940.4,395.5,699.8,969.0,1947.9,734.9,1475.0,2465.6,3054.0,727.7,3894.9,633.7,4706.3,573.4,0.445,0.243,0.0,8.373,0.003
Violon+sourdine piombo,non_vibrato,vibrato,40,344.5,1313.5,2357.9,3456.1,4145.1,5544.8,-35.97,-43.37,-44.84,-45.36,-40.51,-42.34,506.8,321.9,312.2,667.5,1254.6,473.3,915.2,1668.8,2228.7,803.7,1604.2,2907.0,3072.0,915.7,3904.0,997.8,5035.3,980.3,0.2,0.345,0.0,3.246,0.003
Violon+sourdine piombo,ordinario,ordinario,40,344.5,1162.8,2207.2,3326.9,4177.4,5491.0,-34.52,-41.36,-46.22,-44.13,-39.49,-43.43,523.0,372.8,312.2,667.5,1240.9,483.1,936.7,1625.8,2219.8,786.5,1701.1,2637.8,3115.9,883.8,3948.4,926.2,4945.1,1089.6,0.2,0.345,0.0,3.276,0.004
Violon+sourdine piombo,tremolo,tremolo,42,441.4,1388.9,2228.7,3122.3,4155.9,4974.2,-33.35,-31.84,-35.33,-39.93,-30.42,-36.04,597.8,336.0,312.2,872.1,1336.3,532.4,893.6,1690.4,2104.9,804.5,1227.4,2756.2,2877.2,963.7,3618.3,1214.4,4588.1,1226.0,0.2,0.339,0.0,3.546,0.003
Violoncelle,artificial_harmonic,harmonics,45,269.2,613.7,1087.4,1722.7,2067.2,2627.1,-15.07,-24.04,-21.33,-26.43,-19.50,-26.24,265.3,57.7,215.3,312.2,748.9,346.4,516.8,990.5,1249.4,412.0,915.2,1615.0,1725.3,458.0,2299.3,576.8,3215.4,1249.5,0.564,0.056,0.0,17.693,0.002
Violoncelle,artificial_harmonic_tremolo,harmonics,45,183.0,592.2,1173.6,1776.5,2045.7,2637.8,-8.96,-17.21,-14.82,-16.56,-12.21,-19.49,198.1,54.4,161.5,215.3,748.6,356.9,484.5,990.5,1320.9,422.2,925.9,1701.1,1816.4,500.3,2405.5,780.0,3354.9,1335.8,0.568,0.095,0.0,15.757,0.002
Violoncelle,behind_the_bridge,behind_bridge,4,269.2,581.4,936.7,1259.7,1798.0,2411.7,-15.96,-20.46,-25.96,-25.92,-23.46,-24.88,234.2,55.6,247.6,279.9,597.5,142.5,570.6,818.3,1068.6,343.4,872.1,1658.1,1523.5,570.4,2139.9,699.3,2675.5,866.3,0.46,0.025,0.0,19.236,0.004
Violoncelle,chromatic_scale,other,2,204.6,753.7,1087.4,1485.8,2034.9,2067.2,12.03,-5.97,-0.91,-11.28,-2.57,-2.64,199.2,5.4,193.8,204.6,608.3,145.3,463.0,753.7,1071.3,16.1,1055.1,1087.4,1475.0,10.8,1948.8,86.1,2067.2,0.0,0.506,0.094,0.0,15.79,0.001
Violoncelle,col_legno_battuto,col_legno,45,172.3,484.5,915.2,1313.5,1830.3,2357.9,13.80,0.52,-10.10,-12.14,-13.81,-16.63,182.8,47.8,161.5,172.3,554.1,179.7,430.7,667.5,971.1,233.2,775.2,1162.8,1401.9,301.6,1827.3,323.1,2397.4,428.2,0.578,0.0,1.0,26.619,0.001
Violoncelle,col_legno_tratto,col_legno,45,204.6,829.0,1141.3,1539.6,1981.1,2401.0,-17.69,-35.46,-33.37,-41.71,-37.79,-43.07,235.2,75.5,193.8,247.6,823.5,236.1,667.5,1044.4,1241.3,312.2,1065.9,1475.0,1597.0,321.9,1997.6,342.6,2428.9,393.5,0.537,0.0,1.0,27.28,0.001
Violoncelle,crescendo,crescendo,32,226.1,613.7,1141.3,1862.6,2207.2,2562.5,-3.25,-12.79,-11.75,-10.43,-10.94,-13.50,320.3,206.6,193.8,419.9,709.9,341.1,463.0,807.5,1285.3,439.9,1022.8,1550.4,1771.8,531.4,2248.5,498.9,2888.8,918.9,0.351,0.097,0.0,15.677,0.005
Violoncelle,crescendo_to_decrescendo,crescendo,39,204.6,527.6,1087.4,1798.0,2239.5,2670.1,-8.00,-17.50,-19.33,-23.01,-21.17,-24.28,221.4,65.9,183.0,215.3,620.0,196.3,463.0,710.6,1178.8,292.9,1033.6,1238.2,1775.1,327.7,2225.9,303.5,2718.0,425.1,0.551,0.013,0.0,19.859,0.003
Violoncelle,crushed_to_ordinario,ordinario,39,204.6,473.7,1033.6,1475.0,1991.8,2605.5,13.07,5.11,0.49,-4.38,-0.74,-4.62,206.2,12.3,193.8,215.3,486.7,107.0,441.4,495.3,1030.6,276.6,775.2,1152.0,1525.5,397.6,2050.9,372.3,2536.5,401.4,0.632,0.049,0.0,18.058,0.001
Violoncelle,decrescendo,crescendo,31,258.4,656.8,1152.0,1938.0,2314.8,2648.6,-6.81,-18.33,-15.37,-14.24,-16.32,-18.27,295.2,115.4,193.8,387.6,730.4,252.2,495.3,990.5,1253.1,331.8,1044.4,1475.0,1828.6,420.3,2316.9,368.5,2814.9,659.9,0.477,0.143,0.0,13.361,0.005
Violoncelle,hit_on_body,other,5,215.3,678.3,969.0,,,,17.16,-1.06,-7.75,,,,234.7,52.0,193.8,236.9,670.2,182.8,667.5,925.9,1040.8,109.2,958.2,1195.1,,,,,,,0.476,0.0,0.0,64.479,0.0
Violoncelle,natural_harmonics_glissandi,harmonics,24,258.4,549.1,1076.7,1507.3,2002.6,2433.3,-11.93,-18.68,-17.72,-22.38,-15.04,-23.82,263.8,78.9,204.6,301.5,628.9,251.3,506.0,592.2,1104.0,265.9,915.2,1162.8,1509.6,326.1,2005.3,229.1,2418.4,294.8,0.519,0.0,0.0,22.458,0.001
Violoncelle,non_vibrato,vibrato,279,193.8,495.3,1087.4,1528.9,2078.0,2476.3,-11.30,-20.31,-21.85,-26.15,-20.49,-26.01,223.4,61.1,183.0,269.2,601.0,229.8,452.2,646.0,1137.2,334.9,882.9,1195.1,1632.9,472.3,2155.9,584.9,2801.7,1022.2,0.558,0.0,0.0,22.782,0.003
Violoncelle,note_lasting,other,35,204.6,538.3,1098.2,1539.6,2056.4,2551.7,-8.42,-14.79,-16.62,-21.63,-16.83,-19.85,306.4,198.3,193.8,398.4,682.9,322.7,452.2,893.6,1186.8,361.6,969.0,1324.3,1629.4,472.1,2165.6,414.9,2615.7,442.9,0.353,0.019,0.0,19.558,0.004
Violoncelle,on_the_bridge,other,1,193.8,473.7,1130.5,1528.9,1841.1,2088.7,-6.79,-16.64,-19.40,-29.14,-22.61,-23.19,193.8,0.0,193.8,193.8,473.7,0.0,473.7,473.7,1130.5,0.0,1130.5,1130.5,1528.9,0.0,1841.1,0.0,2088.7,0.0,0.0,0.019,0.0,19.553,0.0
Violoncelle,on_the_frog,other,1,387.6,699.8,1227.4,1593.5,3251.5,4877.3,-17.99,-20.14,-26.63,-15.19,-24.12,-21.32,387.6,0.0,387.6,387.6,699.8,0.0,699.8,699.8,1227.4,0.0,1227.4,1227.4,1593.5,0.0,3251.5,0.0,4877.3,0.0,0.0,0.257,0.0,7.631,0.002
Violoncelle,on_the_tailpiece,other,1,269.2,602.9,872.1,1335.1,1755.0,4059.0,-24.04,-42.96,-42.18,-44.37,-33.85,-51.18,269.2,0.0,269.2,269.2,602.9,0.0,602.9,602.9,872.1,0.0,872.1,872.1,1335.1,0.0,1755.0,0.0,4059.0,0.0,0.0,0.241,0.0,8.472,0.001
Violoncelle,on_the_tuning_pegs,other,4,301.5,1141.3,1464.3,1765.7,3348.4,5038.8,-14.44,-16.34,-17.66,-9.22,-26.09,-33.19,279.9,62.3,279.9,355.3,923.2,272.6,764.4,1227.4,1248.9,294.9,1141.3,1571.9,1604.2,263.4,2804.7,803.1,3970.2,1416.6,0.45,0.26,0.0,7.494,0.001
Violoncelle,ordinario,ordinario,291,204.6,506.0,1130.5,1841.1,2088.7,2508.6,-9.04,-17.79,-18.52,-19.63,-16.45,-22.06,314.3,286.8,183.0,290.7,791.1,494.6,463.0,1055.1,1373.6,564.8,1055.1,1561.2,1895.4,697.4,2398.6,854.7,3096.7,1179.5,0.22,0.0,0.0,21.256,0.004
Violoncelle,ordinario_to_crushed,ordinario,28,204.6,506.0,1141.3,1518.1,2045.7,2519.4,12.74,5.89,1.81,-2.17,1.50,-2.67,238.8,65.7,204.6,247.6,614.5,221.8,463.0,796.7,1185.9,352.7,990.5,1292.0,1551.2,412.3,1993.0,370.3,2454.8,381.5,0.547,0.13,0.0,14.012,0.001
Violoncelle,ordinario_to_sul_ponticello,ordinario,35,204.6,516.8,1076.7,1647.3,2110.3,2465.6,-8.01,-15.67,-17.09,-22.83,-18.09,-21.36,233.8,71.5,183.0,269.2,695.5,308.7,452.2,1012.1,1237.2,340.4,1001.3,1561.2,1678.4,379.5,2152.4,311.4,2595.7,436.5,0.543,0.0,0.0,20.827,0.003
Violoncelle,ordinario_to_sul_tasto,ordinario,37,215.3,678.3,1399.7,1873.4,2228.7,2605.5,-10.62,-24.05,-25.06,-18.81,-19.94,-23.02,266.3,103.3,183.0,312.2,820.0,372.3,484.5,1098.2,1362.4,416.3,1055.1,1571.9,1803.3,441.0,2213.3,432.1,2665.2,533.6,0.495,0.035,0.0,18.759,0.002
Violoncelle,ordinario_to_tremolo,ordinario,32,215.3,484.5,1141.3,1755.0,2153.3,2562.5,3.91,0.78,-3.17,-6.55,-3.26,-8.34,302.5,132.0,204.6,419.9,641.6,239.2,463.0,807.5,1149.7,288.5,958.2,1313.5,1622.1,437.5,2108.2,426.4,2737.4,857.8,0.452,0.073,0.0,16.87,0.003
Violoncelle,pizzicato_bartok,pizzicato,45,236.9,538.3,1012.1,1410.4,1819.6,2637.8,8.20,8.60,-0.59,-0.85,-1.52,-2.19,282.3,109.9,204.6,355.3,635.7,225.9,452.2,850.6,1047.0,212.9,872.1,1195.1,1457.3,323.6,1956.7,480.0,2815.6,1029.5,0.493,0.239,1.0,8.571,0.001
Violoncelle,pizzicato_l_vib,pizzicato,135,183.0,473.7,969.0,1259.7,1851.9,2508.6,8.18,-0.71,-17.21,-19.15,-25.00,-31.91,206.7,86.0,172.3,204.6,556.6,179.6,441.4,656.8,996.7,292.6,786.0,1098.2,1335.1,295.7,1892.1,383.5,2554.5,534.2,0.563,0.0,1.0,142.195,0.002
Violoncelle,pizzicato_secco,pizzicato,129,183.0,484.5,969.0,1270.5,1819.6,2142.6,10.18,0.94,-14.57,-17.91,-23.19,-25.81,202.3,73.3,172.3,193.8,554.5,187.7,441.4,602.9,985.5,235.1,829.0,1109.0,1364.5,277.9,1839.7,290.3,2303.4,451.4,0.597,0.0,1.0,140.444,0.002
Violoncelle,sforzato,other,59,226.1,570.6,1130.5,1851.9,2325.6,2680.9,-3.26,-10.76,-11.33,-12.65,-13.38,-14.85,290.5,135.2,193.8,376.8,701.5,288.9,452.2,947.5,1224.8,330.3,1012.1,1453.5,1767.4,463.4,2258.4,426.3,2783.3,526.5,0.447,0.152,0.0,12.893,0.004
Violoncelle,staccato,staccato,39,204.6,506.0,1044.4,1507.3,1981.1,2497.9,4.62,0.40,-4.66,-10.68,-8.43,-11.75,236.6,78.6,193.8,236.9,632.7,229.7,452.2,764.4,1063.1,283.0,807.5,1205.9,1496.6,389.2,2028.9,315.5,2493.1,342.1,0.532,0.0,0.5,23.422,0.002
Violoncelle,sul_ponticello,sul_ponticello,73,215.3,549.1,1109.0,1819.6,2088.7,2487.1,-12.42,-21.31,-21.83,-25.27,-21.82,-27.52,228.2,48.4,204.6,247.6,685.4,277.6,473.7,839.8,1204.8,374.4,904.4,1485.8,1701.0,462.0,2219.7,513.0,2801.4,952.6,0.577,0.0,0.0,24.723,0.003
Violoncelle,sul_ponticello_to_ordinario,ordinario,35,204.6,538.3,1141.3,1765.7,2228.7,2691.7,-9.37,-18.04,-18.78,-22.17,-19.94,-23.62,235.3,72.5,183.0,269.2,667.2,282.5,441.4,1001.3,1216.3,290.6,1055.1,1507.3,1695.0,367.0,2189.3,259.7,2700.3,331.0,0.541,0.017,0.0,19.65,0.003
Violoncelle,sul_ponticello_to_sul_tasto,sul_ponticello,37,204.6,495.3,1152.0,1582.7,2078.0,2476.3,-9.30,-16.28,-18.04,-22.69,-17.00,-20.98,236.6,82.1,183.0,269.2,633.5,250.1,463.0,721.4,1188.4,283.2,1044.4,1238.2,1612.1,340.8,2100.4,306.8,2598.0,612.1,0.527,0.045,0.0,18.244,0.003
